customer_id,order_id,order_date,product_name,category,quantity,unit_price,total_amount,payment_method,city,returned,true_segment
C0077,ORD00515,05-11-2023,Formal Shirt,Fashion,3,2965.93,8897.78,UPI,Bangalore,FALSE,champion
C0077,ORD00516,01-07-2023,Formal Shirt,Fashion,1,5032.88,5032.88,Debit Card,Bangalore,FALSE,champion
C0077,ORD00517,11-10-2023,Moisturizer,Beauty,4,2026.99,8107.94,UPI,Bangalore,FALSE,champion
C0077,ORD00518,30-09-2023,Running Shoes,Fashion,2,13816.75,27633.5,UPI,Bangalore,FALSE,champion
C0077,ORD00519,17-08-2023,Python Book,Books,2,712.54,1425.07,UPI,Bangalore,FALSE,champion
C0077,ORD00520,02-08-2023,Kurta Set,Fashion,1,5764.72,5764.72,COD,Bangalore,TRUE,champion
C0077,ORD00521,25-06-2023,Laptop Stand,Electronics,4,6538.21,26152.83,Debit Card,Bangalore,FALSE,champion
C0077,ORD00522,16-04-2023,Formal Shirt,Fashion,4,2185.43,8741.71,Net Banking,Bangalore,FALSE,champion
C0077,ORD00523,05-09-2023,Laptop Stand,Electronics,1,4805.15,4805.15,Debit Card,Bangalore,FALSE,champion
C0078,ORD00524,09-04-2023,Cookware Set,Home,1,2851.87,2851.87,UPI,Hyderabad,FALSE,lost
C0079,ORD00525,04-08-2023,Formal Shirt,Fashion,2,2690.64,5381.28,COD,Pune,FALSE,at_risk
C0079,ORD00526,21-07-2023,iPhone 15,Electronics,2,72025.16,144050.31,COD,Pune,FALSE,at_risk
C0079,ORD00527,01-05-2023,Perfume,Beauty,3,5157.64,15472.92,Debit Card,Pune,FALSE,at_risk
C0079,ORD00528,04-06-2023,Samsung Galaxy S23,Electronics,4,40992.71,163970.84,Debit Card,Pune,FALSE,at_risk
C0079,ORD00529,03-08-2023,Formal Shirt,Fashion,4,1066.49,4265.98,UPI,Pune,FALSE,at_risk
C0079,ORD00530,08-05-2023,Laptop Stand,Electronics,1,2776.38,2776.38,UPI,Pune,FALSE,at_risk
C0080,ORD00531,26-11-2023,Samsung Galaxy S23,Electronics,4,42269.86,169079.45,COD,Hyderabad,FALSE,new
C0080,ORD00532,23-08-2023,Laptop Stand,Electronics,3,1913.24,5739.72,Debit Card,Hyderabad,FALSE,new
C0081,ORD00533,28-05-2023,Samsung Galaxy S23,Electronics,4,32017.69,128070.78,Net Banking,Chennai,FALSE,lost
C0082,ORD00534,28-08-2023,Data Science Book,Books,4,1034.01,4136.03,Credit Card,Chennai,FALSE,at_risk
C0082,ORD00535,18-07-2023,Kurta Set,Fashion,1,828.97,828.97,Net Banking,Chennai,FALSE,at_risk
C0082,ORD00536,22-05-2023,Moisturizer,Beauty,2,1576.72,3153.44,COD,Chennai,FALSE,at_risk
C0082,ORD00537,15-07-2023,Laptop Stand,Electronics,2,3444.33,6888.66,COD,Chennai,FALSE,at_risk
C0082,ORD00538,01-08-2023,Moisturizer,Beauty,2,837.78,1675.56,Debit Card,Chennai,FALSE,at_risk
C0082,ORD00539,14-04-2023,Cookware Set,Home,1,7144.3,7144.3,Net Banking,Chennai,FALSE,at_risk
C0083,ORD00540,28-08-2023,Cookware Set,Home,4,8139.57,32558.28,Credit Card,Kolkata,FALSE,at_risk
C0083,ORD00541,13-08-2023,Face Serum,Beauty,1,1852.25,1852.25,Net Banking,Kolkata,FALSE,at_risk
C0083,ORD00542,07-08-2023,Bed Sheet Set,Home,3,1558.01,4674.04,Debit Card,Kolkata,FALSE,at_risk
C0083,ORD00543,02-05-2023,Moisturizer,Beauty,4,905.54,3622.16,Debit Card,Kolkata,TRUE,at_risk
C0083,ORD00544,16-03-2023,Laptop Stand,Electronics,4,2736.49,10945.96,Debit Card,Kolkata,TRUE,at_risk
C0084,ORD00545,23-12-2023,iPhone 15,Electronics,3,153514.64,460543.93,COD,Chennai,FALSE,champion
C0084,ORD00546,20-12-2023,Air Purifier,Home,3,15787.11,47361.32,COD,Chennai,FALSE,champion
C0084,ORD00547,03-12-2023,Kurta Set,Fashion,1,5427.04,5427.04,Credit Card,Chennai,FALSE,champion
C0084,ORD00548,16-11-2023,Perfume,Beauty,3,6257.04,18771.11,Net Banking,Chennai,FALSE,champion
C0084,ORD00549,03-12-2023,Samsung Galaxy S23,Electronics,4,92444.92,369779.69,Net Banking,Chennai,FALSE,champion
C0084,ORD00550,28-09-2023,iPhone 15,Electronics,2,146949.49,293898.99,Credit Card,Chennai,FALSE,champion
C0084,ORD00551,17-12-2023,Python Book,Books,3,755.62,2266.85,Debit Card,Chennai,FALSE,champion
C0084,ORD00552,06-10-2023,Air Purifier,Home,4,20748.59,82994.35,UPI,Chennai,FALSE,champion
C0084,ORD00553,15-12-2023,Wireless Earbuds,Electronics,4,7465.55,29862.19,COD,Chennai,FALSE,champion
C0084,ORD00554,17-07-2023,Data Science Book,Books,2,1494.59,2989.18,Debit Card,Chennai,FALSE,champion
C0084,ORD00555,25-11-2023,Kurta Set,Fashion,1,1359.21,1359.21,Net Banking,Chennai,FALSE,champion
C0084,ORD00556,13-10-2023,Air Purifier,Home,2,15648.37,31296.75,Debit Card,Chennai,FALSE,champion
C0084,ORD00557,28-07-2023,Data Science Book,Books,1,934.09,934.09,Credit Card,Chennai,FALSE,champion
C0084,ORD00558,16-10-2023,Face Serum,Beauty,2,4683.98,9367.96,Debit Card,Chennai,FALSE,champion
C0084,ORD00559,29-08-2023,Formal Shirt,Fashion,3,5202.84,15608.51,Credit Card,Chennai,FALSE,champion
C0084,ORD00560,27-05-2023,Kurta Set,Fashion,4,5127.74,20510.95,UPI,Chennai,FALSE,champion
C0084,ORD00561,21-04-2023,Moisturizer,Beauty,3,3109.51,9328.53,Net Banking,Chennai,FALSE,champion
C0085,ORD00562,17-11-2023,Running Shoes,Fashion,3,9021.32,27063.96,Debit Card,Hyderabad,FALSE,loyal
C0085,ORD00563,17-10-2023,Wireless Earbuds,Electronics,2,2885.37,5770.75,Net Banking,Hyderabad,FALSE,loyal
C0085,ORD00564,26-08-2023,Moisturizer,Beauty,2,885.87,1771.75,COD,Hyderabad,FALSE,loyal
C0085,ORD00565,18-08-2023,Kurta Set,Fashion,4,4199.06,16796.23,UPI,Hyderabad,FALSE,loyal
C0085,ORD00566,23-03-2023,Perfume,Beauty,2,7118.63,14237.25,Credit Card,Hyderabad,FALSE,loyal
C0086,ORD00567,26-02-2023,Air Purifier,Home,2,4370.92,8741.83,COD,Ahmedabad,FALSE,lost
C0086,ORD00568,24-01-2023,Perfume,Beauty,2,1253.88,2507.76,Debit Card,Ahmedabad,FALSE,lost
C0087,ORD00569,28-11-2023,Bed Sheet Set,Home,3,3821.66,11464.99,Debit Card,Delhi,FALSE,loyal
C0087,ORD00570,19-10-2023,Air Purifier,Home,1,8757.72,8757.72,Net Banking,Delhi,FALSE,loyal
C0087,ORD00571,21-08-2023,Face Serum,Beauty,2,862.94,1725.87,COD,Delhi,FALSE,loyal
C0087,ORD00572,15-07-2023,Kurta Set,Fashion,2,2337.41,4674.83,Credit Card,Delhi,FALSE,loyal
C0087,ORD00573,03-08-2023,Formal Shirt,Fashion,4,3608.36,14433.45,Credit Card,Delhi,FALSE,loyal
C0087,ORD00574,24-10-2023,Python Book,Books,2,692.83,1385.66,UPI,Delhi,FALSE,loyal
C0088,ORD00575,12-10-2023,Bed Sheet Set,Home,1,1264.4,1264.4,COD,Mumbai,FALSE,at_risk
C0088,ORD00576,18-08-2023,Formal Shirt,Fashion,4,1715.15,6860.59,UPI,Mumbai,FALSE,at_risk
C0088,ORD00577,28-05-2023,Wireless Earbuds,Electronics,1,6168.48,6168.48,Net Banking,Mumbai,FALSE,at_risk
C0088,ORD00578,31-07-2023,iPhone 15,Electronics,2,83534.96,167069.93,Debit Card,Mumbai,FALSE,at_risk
C0089,ORD00579,15-12-2023,Laptop Stand,Electronics,1,3261.15,3261.15,Debit Card,Hyderabad,FALSE,champion
C0089,ORD00580,30-11-2023,Perfume,Beauty,3,6586.65,19759.96,Credit Card,Hyderabad,FALSE,champion
C0089,ORD00581,23-11-2023,Cookware Set,Home,2,11066.43,22132.86,COD,Hyderabad,FALSE,champion
C0089,ORD00582,13-12-2023,Wireless Earbuds,Electronics,2,5450.77,10901.54,UPI,Hyderabad,FALSE,champion
C0089,ORD00583,11-10-2023,Laptop Stand,Electronics,1,3492.65,3492.65,Debit Card,Hyderabad,FALSE,champion
C0089,ORD00584,20-09-2023,Face Serum,Beauty,1,1223.5,1223.5,UPI,Hyderabad,FALSE,champion
C0089,ORD00585,06-12-2023,Perfume,Beauty,4,2865.27,11461.07,Net Banking,Hyderabad,FALSE,champion
C0089,ORD00586,19-10-2023,Python Book,Books,2,1472.06,2944.11,UPI,Hyderabad,FALSE,champion
C0089,ORD00587,29-09-2023,Formal Shirt,Fashion,3,4314.33,12942.98,Credit Card,Hyderabad,FALSE,champion
C0089,ORD00588,16-08-2023,Air Purifier,Home,1,29871.06,29871.06,UPI,Hyderabad,FALSE,champion
C0089,ORD00589,09-07-2023,Wireless Earbuds,Electronics,3,10682.42,32047.27,Credit Card,Hyderabad,FALSE,champion
C0089,ORD00590,11-08-2023,Perfume,Beauty,2,5569.76,11139.51,COD,Hyderabad,TRUE,champion
C0089,ORD00591,26-09-2023,Perfume,Beauty,3,10384.74,31154.23,UPI,Hyderabad,FALSE,champion
C0089,ORD00592,08-11-2023,Cookware Set,Home,4,5901.86,23607.44,UPI,Hyderabad,FALSE,champion
C0089,ORD00593,30-04-2023,Samsung Galaxy S23,Electronics,1,108942.54,108942.54,Credit Card,Hyderabad,FALSE,champion
C0089,ORD00594,10-05-2023,Kurta Set,Fashion,1,2731.93,2731.93,Credit Card,Hyderabad,FALSE,champion
C0090,ORD00595,13-01-2023,Formal Shirt,Fashion,1,1381.94,1381.94,UPI,Mumbai,FALSE,lost
C0090,ORD00596,11-01-2023,Air Purifier,Home,2,4171.88,8343.77,COD,Mumbai,FALSE,lost
C0091,ORD00597,01-04-2023,Laptop Stand,Electronics,4,1036.6,4146.39,Debit Card,Hyderabad,FALSE,lost
C0092,ORD00598,01-12-2023,Samsung Galaxy S23,Electronics,1,34120.19,34120.19,Credit Card,Kolkata,FALSE,new
C0092,ORD00599,04-11-2023,Formal Shirt,Fashion,4,2105.06,8420.26,COD,Kolkata,FALSE,new
C0093,ORD00600,26-12-2023,Python Book,Books,1,684.98,684.98,COD,Bangalore,FALSE,new
C0093,ORD00601,14-12-2023,Samsung Galaxy S23,Electronics,3,36185.81,108557.42,Net Banking,Bangalore,TRUE,new
C0094,ORD00602,23-02-2023,Perfume,Beauty,1,2473.6,2473.6,Credit Card,Chennai,FALSE,lost
C0094,ORD00603,01-01-2023,Running Shoes,Fashion,4,3150.78,12603.11,Net Banking,Chennai,FALSE,lost
C0095,ORD00604,15-12-2023,Air Purifier,Home,2,21412.53,42825.07,COD,Mumbai,FALSE,champion
C0095,ORD00605,01-12-2023,Wireless Earbuds,Electronics,3,6900.17,20700.51,Credit Card,Mumbai,FALSE,champion
C0095,ORD00606,29-10-2023,Moisturizer,Beauty,2,1522.32,3044.64,COD,Mumbai,FALSE,champion
C0095,ORD00607,02-10-2023,Python Book,Books,4,796.82,3187.29,UPI,Mumbai,FALSE,champion
C0095,ORD00608,21-09-2023,Perfume,Beauty,1,7811.03,7811.03,UPI,Mumbai,FALSE,champion
C0095,ORD00609,18-08-2023,Data Science Book,Books,1,900.29,900.29,Net Banking,Mumbai,FALSE,champion
C0095,ORD00610,28-09-2023,Cookware Set,Home,2,11313.39,22626.79,COD,Mumbai,FALSE,champion
C0095,ORD00611,04-09-2023,Running Shoes,Fashion,2,12183.23,24366.47,Debit Card,Mumbai,FALSE,champion
C0095,ORD00612,07-06-2023,Bed Sheet Set,Home,4,4650.89,18603.55,Debit Card,Mumbai,FALSE,champion
C0095,ORD00613,24-06-2023,Samsung Galaxy S23,Electronics,2,83897.48,167794.96,Debit Card,Mumbai,TRUE,champion
C0095,ORD00614,12-08-2023,Data Science Book,Books,1,1787.37,1787.37,Credit Card,Mumbai,TRUE,champion
C0095,ORD00615,28-04-2023,Laptop Stand,Electronics,4,6287.35,25149.42,Net Banking,Mumbai,FALSE,champion
C0096,ORD00616,04-12-2023,Air Purifier,Home,3,17816.39,53449.17,COD,Chennai,FALSE,loyal
C0096,ORD00617,01-12-2023,Cookware Set,Home,1,8457.85,8457.85,COD,Chennai,FALSE,loyal
C0096,ORD00618,06-10-2023,Moisturizer,Beauty,2,1359.25,2718.5,UPI,Chennai,FALSE,loyal
C0096,ORD00619,24-08-2023,Perfume,Beauty,4,1460.46,5841.83,COD,Chennai,FALSE,loyal
C0096,ORD00620,27-07-2023,Bed Sheet Set,Home,2,3924.28,7848.55,Credit Card,Chennai,FALSE,loyal
C0096,ORD00621,24-10-2023,Samsung Galaxy S23,Electronics,3,62072.55,186217.64,COD,Chennai,FALSE,loyal
C0096,ORD00622,26-06-2023,Face Serum,Beauty,2,3388.57,6777.14,Debit Card,Chennai,FALSE,loyal
C0096,ORD00623,25-07-2023,Python Book,Books,2,1030.43,2060.86,Net Banking,Chennai,FALSE,loyal
C0097,ORD00624,04-01-2023,Moisturizer,Beauty,2,326.05,652.09,Debit Card,Hyderabad,FALSE,lost
C0097,ORD00625,01-01-2023,Cookware Set,Home,2,4063.28,8126.57,Debit Card,Hyderabad,FALSE,lost
C0098,ORD00626,27-11-2023,Face Serum,Beauty,4,2134.52,8538.08,Net Banking,Delhi,FALSE,new
C0098,ORD00627,09-10-2023,Cookware Set,Home,1,6369.32,6369.32,UPI,Delhi,FALSE,new
C0098,ORD00628,20-07-2023,Laptop Stand,Electronics,1,1284.9,1284.9,Credit Card,Delhi,FALSE,new
C0099,ORD00629,24-12-2023,Wireless Earbuds,Electronics,1,5059.55,5059.55,COD,Hyderabad,FALSE,new
C0100,ORD00630,22-11-2023,Perfume,Beauty,4,3101.4,12405.6,Debit Card,Delhi,FALSE,new
C0100,ORD00631,14-11-2023,Cookware Set,Home,4,3835.81,15343.24,Debit Card,Delhi,FALSE,new
C0100,ORD00632,18-05-2023,iPhone 15,Electronics,3,56207.44,168622.33,COD,Delhi,FALSE,new
C0101,ORD00633,05-02-2023,Perfume,Beauty,2,2205.35,4410.7,Credit Card,Chennai,FALSE,lost
C0101,ORD00634,17-01-2023,Laptop Stand,Electronics,1,2054.97,2054.97,COD,Chennai,FALSE,lost
C0102,ORD00635,13-10-2023,Air Purifier,Home,3,8177.67,24533.01,Credit Card,Hyderabad,FALSE,at_risk
C0102,ORD00636,08-10-2023,Laptop Stand,Electronics,1,3357.26,3357.26,Net Banking,Hyderabad,FALSE,at_risk
C0102,ORD00637,28-07-2023,Python Book,Books,3,784.45,2353.35,Debit Card,Hyderabad,FALSE,at_risk
C0102,ORD00638,25-03-2023,Wireless Earbuds,Electronics,1,7707.52,7707.52,Credit Card,Hyderabad,FALSE,at_risk
C0103,ORD00639,22-10-2023,Wireless Earbuds,Electronics,3,7207.1,21621.29,Debit Card,Kolkata,FALSE,at_risk
C0103,ORD00640,03-10-2023,Bed Sheet Set,Home,4,2322.05,9288.18,UPI,Kolkata,FALSE,at_risk
C0103,ORD00641,02-10-2023,Moisturizer,Beauty,2,717.11,1434.22,Net Banking,Kolkata,FALSE,at_risk
C0103,ORD00642,21-08-2023,iPhone 15,Electronics,3,83651.03,250953.08,UPI,Kolkata,FALSE,at_risk
C0103,ORD00643,12-06-2023,Kurta Set,Fashion,3,2166.69,6500.06,Net Banking,Kolkata,TRUE,at_risk
C0103,ORD00644,15-05-2023,Data Science Book,Books,4,1132.39,4529.58,Debit Card,Kolkata,FALSE,at_risk
C0104,ORD00645,11-12-2023,Bed Sheet Set,Home,1,2778.54,2778.54,Credit Card,Chennai,FALSE,loyal
C0104,ORD00646,19-11-2023,Air Purifier,Home,1,16505.78,16505.78,COD,Chennai,FALSE,loyal
C0104,ORD00647,26-11-2023,Perfume,Beauty,1,5272.54,5272.54,Debit Card,Chennai,FALSE,loyal
C0104,ORD00648,29-11-2023,Samsung Galaxy S23,Electronics,2,53904.45,107808.9,Net Banking,Chennai,FALSE,loyal
C0104,ORD00649,12-11-2023,Face Serum,Beauty,3,3106.64,9319.93,COD,Chennai,FALSE,loyal
C0105,ORD00650,14-09-2023,Data Science Book,Books,1,455.01,455.01,Net Banking,Kolkata,FALSE,at_risk
C0105,ORD00651,06-09-2023,Perfume,Beauty,3,4801.96,14405.87,UPI,Kolkata,FALSE,at_risk
C0105,ORD00652,07-06-2023,Bed Sheet Set,Home,1,2477.52,2477.52,COD,Kolkata,FALSE,at_risk
C0106,ORD00653,17-11-2023,Data Science Book,Books,4,827.95,3311.81,Net Banking,Kolkata,FALSE,loyal
C0106,ORD00654,17-10-2023,Moisturizer,Beauty,3,577.85,1733.56,UPI,Kolkata,FALSE,loyal
C0106,ORD00655,26-07-2023,Air Purifier,Home,1,14726.7,14726.7,Net Banking,Kolkata,TRUE,loyal
C0106,ORD00656,19-07-2023,Data Science Book,Books,1,1190.02,1190.02,Debit Card,Kolkata,FALSE,loyal
C0106,ORD00657,22-08-2023,Formal Shirt,Fashion,2,3406.9,6813.8,Credit Card,Kolkata,FALSE,loyal
C0107,ORD00658,11-11-2023,Air Purifier,Home,4,17401.72,69606.88,UPI,Hyderabad,FALSE,loyal
C0107,ORD00659,17-10-2023,Moisturizer,Beauty,1,443.22,443.22,Net Banking,Hyderabad,FALSE,loyal
C0107,ORD00660,20-08-2023,Running Shoes,Fashion,2,4754.26,9508.51,Net Banking,Hyderabad,FALSE,loyal
C0107,ORD00661,24-10-2023,Cookware Set,Home,4,4570.53,18282.11,Net Banking,Hyderabad,FALSE,loyal
C0107,ORD00662,30-07-2023,Perfume,Beauty,3,4663.34,13990.01,COD,Hyderabad,FALSE,loyal
C0107,ORD00663,31-08-2023,iPhone 15,Electronics,2,99143.58,198287.17,COD,Hyderabad,FALSE,loyal
C0108,ORD00664,13-01-2023,Cookware Set,Home,4,3278.21,13112.85,Debit Card,Hyderabad,FALSE,lost
C0109,ORD00665,12-08-2023,Air Purifier,Home,2,8446.47,16892.93,Credit Card,Ahmedabad,FALSE,at_risk
C0109,ORD00666,09-07-2023,Perfume,Beauty,1,4977.14,4977.14,UPI,Ahmedabad,FALSE,at_risk
C0109,ORD00667,04-04-2023,Moisturizer,Beauty,4,292.11,1168.45,Credit Card,Ahmedabad,FALSE,at_risk
C0109,ORD00668,29-07-2023,Data Science Book,Books,4,671.52,2686.1,Credit Card,Ahmedabad,FALSE,at_risk
C0110,ORD00669,29-11-2023,Python Book,Books,1,813.3,813.3,Net Banking,Pune,FALSE,loyal
C0110,ORD00670,28-11-2023,Moisturizer,Beauty,2,744.24,1488.47,Credit Card,Pune,FALSE,loyal
C0110,ORD00671,09-10-2023,Laptop Stand,Electronics,2,2415.78,4831.55,COD,Pune,FALSE,loyal
C0110,ORD00672,29-09-2023,iPhone 15,Electronics,4,96689.3,386757.19,Debit Card,Pune,FALSE,loyal
C0110,ORD00673,06-09-2023,Wireless Earbuds,Electronics,2,1938.43,3876.85,Debit Card,Pune,FALSE,loyal
C0110,ORD00674,11-08-2023,Python Book,Books,1,1111.3,1111.3,Debit Card,Pune,TRUE,loyal
C0110,ORD00675,25-10-2023,Perfume,Beauty,3,6961.28,20883.84,Debit Card,Pune,FALSE,loyal
C0110,ORD00676,12-04-2023,Data Science Book,Books,4,1215.03,4860.11,Debit Card,Pune,FALSE,loyal
C0110,ORD00677,07-03-2023,Moisturizer,Beauty,1,1901.39,1901.39,COD,Pune,FALSE,loyal
C0111,ORD00678,19-09-2023,Bed Sheet Set,Home,1,2008.85,2008.85,Credit Card,Chennai,FALSE,at_risk
C0111,ORD00679,05-08-2023,Laptop Stand,Electronics,3,1959.98,5879.94,Credit Card,Chennai,FALSE,at_risk
C0111,ORD00680,18-08-2023,Running Shoes,Fashion,1,4930.51,4930.51,COD,Chennai,FALSE,at_risk
C0111,ORD00681,09-06-2023,Perfume,Beauty,4,1421.36,5685.43,Net Banking,Chennai,FALSE,at_risk
C0111,ORD00682,15-07-2023,Moisturizer,Beauty,1,1375.04,1375.04,Credit Card,Chennai,FALSE,at_risk
C0112,ORD00683,30-12-2023,Laptop Stand,Electronics,3,3223.65,9670.94,Net Banking,Bangalore,FALSE,champion
C0112,ORD00684,18-12-2023,Face Serum,Beauty,1,5458.52,5458.52,Debit Card,Bangalore,FALSE,champion
C0112,ORD00685,25-12-2023,Wireless Earbuds,Electronics,4,8509.17,34036.66,Credit Card,Bangalore,FALSE,champion
C0112,ORD00686,11-12-2023,Air Purifier,Home,2,19626.1,39252.21,Credit Card,Bangalore,FALSE,champion
C0112,ORD00687,02-11-2023,Kurta Set,Fashion,3,2172.79,6518.36,Net Banking,Bangalore,FALSE,champion
C0112,ORD00688,20-12-2023,Wireless Earbuds,Electronics,2,7543.67,15087.35,Credit Card,Bangalore,FALSE,champion
C0112,ORD00689,02-10-2023,Air Purifier,Home,4,30096.12,120384.49,Net Banking,Bangalore,FALSE,champion
C0112,ORD00690,10-12-2023,Laptop Stand,Electronics,1,4903.48,4903.48,Net Banking,Bangalore,FALSE,champion
C0112,ORD00691,06-09-2023,Bed Sheet Set,Home,4,2340.58,9362.3,Net Banking,Bangalore,FALSE,champion
C0112,ORD00692,14-08-2023,Air Purifier,Home,4,11025.2,44100.82,Debit Card,Bangalore,FALSE,champion
C0112,ORD00693,17-12-2023,Perfume,Beauty,2,6674.31,13348.62,COD,Bangalore,FALSE,champion
C0112,ORD00694,01-09-2023,Running Shoes,Fashion,1,9726.1,9726.1,Debit Card,Bangalore,FALSE,champion
C0112,ORD00695,20-07-2023,Bed Sheet Set,Home,1,2869.56,2869.56,Net Banking,Bangalore,FALSE,champion
C0112,ORD00696,01-08-2023,Kurta Set,Fashion,1,2296.32,2296.32,UPI,Bangalore,FALSE,champion
C0112,ORD00697,06-06-2023,iPhone 15,Electronics,2,155001.2,310002.39,Debit Card,Bangalore,FALSE,champion
C0112,ORD00698,08-07-2023,Running Shoes,Fashion,4,4708.47,18833.86,Debit Card,Bangalore,FALSE,champion
C0112,ORD00699,02-09-2023,Air Purifier,Home,3,22258.2,66774.61,COD,Bangalore,FALSE,champion
C0112,ORD00700,22-09-2023,Formal Shirt,Fashion,4,3898,15592,Net Banking,Bangalore,FALSE,champion
C0113,ORD00701,11-11-2023,Bed Sheet Set,Home,2,3279.43,6558.86,UPI,Ahmedabad,FALSE,loyal
C0113,ORD00702,25-10-2023,Python Book,Books,2,1014.92,2029.85,Net Banking,Ahmedabad,FALSE,loyal
C0113,ORD00703,13-09-2023,Bed Sheet Set,Home,1,2181.93,2181.93,UPI,Ahmedabad,FALSE,loyal
C0113,ORD00704,22-10-2023,Air Purifier,Home,4,9133.73,36534.93,Debit Card,Ahmedabad,FALSE,loyal
C0113,ORD00705,07-09-2023,Running Shoes,Fashion,1,2881.07,2881.07,COD,Ahmedabad,FALSE,loyal
C0113,ORD00706,05-05-2023,Kurta Set,Fashion,1,3462.75,3462.75,Credit Card,Ahmedabad,FALSE,loyal
C0113,ORD00707,08-04-2023,Python Book,Books,3,462.66,1387.97,Net Banking,Ahmedabad,FALSE,loyal
C0114,ORD00708,25-12-2023,Wireless Earbuds,Electronics,2,4523.3,9046.61,Debit Card,Chennai,FALSE,new
C0114,ORD00709,18-10-2023,Running Shoes,Fashion,4,4225.79,16903.18,Net Banking,Chennai,FALSE,new
C0114,ORD00710,20-12-2023,Perfume,Beauty,1,3309.33,3309.33,Net Banking,Chennai,FALSE,new
C0115,ORD00711,03-12-2023,Python Book,Books,1,1119.75,1119.75,COD,Pune,FALSE,loyal
C0115,ORD00712,27-10-2023,Samsung Galaxy S23,Electronics,3,66524.4,199573.2,UPI,Pune,FALSE,loyal
C0115,ORD00713,19-09-2023,Kurta Set,Fashion,3,4082.95,12248.84,COD,Pune,FALSE,loyal
C0115,ORD00714,01-08-2023,Python Book,Books,3,1005.53,3016.58,COD,Pune,FALSE,loyal
C0115,ORD00715,21-07-2023,Cookware Set,Home,1,8047.55,8047.55,Debit Card,Pune,FALSE,loyal
C0115,ORD00716,08-11-2023,Formal Shirt,Fashion,2,2735.14,5470.29,Credit Card,Pune,FALSE,loyal
C0115,ORD00717,18-07-2023,Formal Shirt,Fashion,1,3529.95,3529.95,Debit Card,Pune,FALSE,loyal
C0116,ORD00718,26-11-2023,Data Science Book,Books,4,1614.19,6456.77,Credit Card,Chennai,FALSE,loyal
C0116,ORD00719,20-10-2023,Kurta Set,Fashion,2,1469.1,2938.19,Credit Card,Chennai,FALSE,loyal
C0116,ORD00720,27-10-2023,Perfume,Beauty,3,2617.5,7852.49,Credit Card,Chennai,FALSE,loyal
C0116,ORD00721,09-10-2023,Air Purifier,Home,2,15593.85,31187.7,UPI,Chennai,FALSE,loyal
C0116,ORD00722,06-11-2023,Moisturizer,Beauty,4,2002.39,8009.57,Net Banking,Chennai,FALSE,loyal
C0116,ORD00723,12-11-2023,Air Purifier,Home,3,13733.29,41199.86,Net Banking,Chennai,FALSE,loyal
C0116,ORD00724,13-08-2023,Python Book,Books,3,585.75,1757.26,Net Banking,Chennai,FALSE,loyal
C0116,ORD00725,30-09-2023,iPhone 15,Electronics,4,104669.12,418676.49,Net Banking,Chennai,FALSE,loyal
C0117,ORD00726,07-08-2023,Python Book,Books,4,887.08,3548.32,UPI,Mumbai,FALSE,at_risk
C0117,ORD00727,06-08-2023,Moisturizer,Beauty,1,534.52,534.52,Net Banking,Mumbai,FALSE,at_risk
C0117,ORD00728,24-06-2023,Laptop Stand,Electronics,2,2597.13,5194.25,Net Banking,Mumbai,FALSE,at_risk
C0117,ORD00729,11-05-2023,Running Shoes,Fashion,4,2756.35,11025.4,Debit Card,Mumbai,FALSE,at_risk
C0117,ORD00730,05-04-2023,Air Purifier,Home,4,9706.22,38824.89,Credit Card,Mumbai,FALSE,at_risk
C0117,ORD00731,01-01-2023,Moisturizer,Beauty,1,558.57,558.57,Credit Card,Mumbai,FALSE,at_risk
C0118,ORD00732,29-05-2023,Python Book,Books,2,475.87,951.74,Credit Card,Kolkata,FALSE,lost
C0119,ORD00733,11-12-2023,Air Purifier,Home,4,9169.81,36679.24,Credit Card,Pune,FALSE,new
C0119,ORD00734,26-11-2023,Wireless Earbuds,Electronics,4,5387.17,21548.68,UPI,Pune,FALSE,new
C0120,ORD00735,04-12-2023,Data Science Book,Books,3,739.09,2217.28,COD,Ahmedabad,FALSE,new
C0120,ORD00736,03-11-2023,Running Shoes,Fashion,2,5048.25,10096.51,Net Banking,Ahmedabad,FALSE,new
C0121,ORD00737,06-04-2023,Moisturizer,Beauty,4,563.46,2253.84,COD,Bangalore,FALSE,lost
C0121,ORD00738,23-01-2023,Python Book,Books,2,418.47,836.93,Debit Card,Bangalore,FALSE,lost
C0122,ORD00739,02-12-2023,Samsung Galaxy S23,Electronics,2,34591.99,69183.98,Debit Card,Kolkata,FALSE,new
C0122,ORD00740,17-10-2023,Face Serum,Beauty,3,1586.15,4758.44,Debit Card,Kolkata,FALSE,new
C0122,ORD00741,16-05-2023,Data Science Book,Books,4,1016.56,4066.23,UPI,Kolkata,FALSE,new
C0123,ORD00742,11-12-2023,Wireless Earbuds,Electronics,1,1867.99,1867.99,COD,Bangalore,FALSE,new
C0123,ORD00743,08-09-2023,iPhone 15,Electronics,4,56421.84,225687.35,UPI,Bangalore,FALSE,new
C0123,ORD00744,05-11-2023,Kurta Set,Fashion,1,1914,1914,COD,Bangalore,FALSE,new
C0124,ORD00745,19-11-2023,Laptop Stand,Electronics,2,3319.53,6639.06,Debit Card,Hyderabad,TRUE,loyal
C0124,ORD00746,26-10-2023,Air Purifier,Home,3,13649.51,40948.54,Credit Card,Hyderabad,FALSE,loyal
